,accountability_score,administrative_expenses,charity_name,charity_url,city,cn_advisory,compensation_leader_compensation,compensation_leader_expense_percent,compensation_leader_title,excess_or_deficit_for_year,financial_score,fundraising_expenses,net_assets,other_revenue,overall_score,payments_to_affiliates,program_expenses,state,total_contributions,org_type,org_category
103,78.0,120561.0,Diabetes Research and Wellness Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5460,Washington,nan,97145.0,0.82,Executive Director,-379380.0,70.49,1075573,323742,30487.0,73.97,0,10527165,DC,8142355,International,Development and Relief Services
104,100.0,47235.0,Diabetes Action Research and Education Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10294,Bethesda,nan,87879.0,3.84,President,88101.0,84.99,11498,262443,14.0,89.38,0,2226631,MD,2373451,Health,Medical Research
105,100.0,2447466.0,Direct Relief,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3626,Santa Barbara,nan,384276.0,0.04,"President, CEO",-119126915.0,100.0,1563823,161444779,-3046.0,100.0,0,887377810,CA,772063768,International,Humanitarian Relief Supplies
106,93.0,159224.0,Developments in Literacy,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9923,Irvine,nan,,,"Founder, CEO",-257407.0,97.5,102961,1534401,9787.0,94.74,0,2498244,CA,2493235,Education,Youth Education Programs and Services
107,100.0,5950762.0,Detroit Zoological Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3621,Royal Oak,nan,415379.0,0.85,"Executive Director, CEO",-1612079.0,90.0,1309437,26771742,1444479.0,92.92,0,41092610,MI,23780290,Animals,Zoos and Aquariums
108,100.0,385711.0,Development Associates International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6835,Colorado Springs,nan,110847.0,1.85,"President, CEO",-750760.0,88.56,320631,1247559,16520.0,91.91,0,5283160,CO,5220540,Religion,Religious Activities
109,81.0,86618.0,Dikembe Mutombo Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10090,Marietta,nan,90986.0,6.88,Executive Director,-115648.0,96.21,95602,13444543,-138525.0,86.3,0,1139942,GA,1345039,International,Development and Relief Services
110,92.0,2833710.0,Detroit Rescue Mission Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5290,Detroit,nan,144786.0,0.72,CEO,-1142398.0,89.34,1244315,20201457,203573.0,90.57,0,16028144,MI,15461497,Human Services,Homeless Services
111,89.0,3966592.0,Detroit Symphony Orchestra,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3620,Detroit,nan,868285.0,2.57,Music Director,1617237.0,89.77,2858779,56477189,979.0,89.37,0,26859400,MI,26177534,"Arts, Culture, Humanities",Performing Arts
112,85.0,378759.0,Detroit Police Athletic League,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15305,Detroit,nan,109019.0,1.72,Chief Executive Officer,-124966.0,83.74,407738,2433827,928138.0,84.35,0,5546606,MI,5038329,Human Services,"Youth Development, Shelter, and Crisis Services"
113,77.0,157734.0,Detroit Lakes Community & Cultural Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15322,Detroit Lakes,nan,107056.0,4.27,Chief Executive Officer,-32541.0,76.63,63989,318103,51173.0,76.81,0,2283076,MN,1458648,Human Services,Multipurpose Human Service Organizations
114,96.0,9220999.0,The Detroit Institute of Arts,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3619,Detroit,nan,165470.0,0.4,President And CEO,42277819.0,85.29,2822575,263110014,26996215.0,89.22,0,29319336,MI,50206766,"Arts, Culture, Humanities",Museums
115,96.0,143224.0,The Detroit Institute for Children,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7823,Detroit,nan,109408.0,3.97,CEO,289337.0,72.5,104299,685676,691.0,80.34,0,2503802,MI,336543,Human Services,Social Services
116,96.0,168268.0,Dian Fossey Gorilla Fund International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6216,Atlanta,nan,130222.0,4.44,President & CEO,1306402.0,90.0,215784,4533179,1121.0,92.38,0,2546672,GA,4236005,Animals,Wildlife Conservation
117,100.0,207880.0,Desire Street Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7287,Atlanta,nan,124566.0,5.95,"President, Executive Director",7795003.0,90.04,244451,6833279,223025.0,92.95,0,1640805,GA,9665114,Religion,Religious Activities
118,93.0,496399.0,Detroit Historical Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6975,Detroit,nan,201617.0,5.16,"Executive Director, CEO",697828.0,90.5,528530,11869065,937279.0,91.65,0,2877561,MI,3406232,"Arts, Culture, Humanities",Museums
119,86.0,2586030.0,Dia Art Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3623,New York,nan,492442.0,2.64,Director,12246025.0,95.22,1340708,153642619,7411780.0,89.53,0,14723853,NY,21802181,"Arts, Culture, Humanities",Museums
120,100.0,4354995.0,Desert AIDS Project,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12458,Palm Springs,nan,350208.0,1.12,Chief Executive Officer,2447045.0,94.51,822583,18817678,781673.0,96.11,0,25975207,CA,11922960,Health,"Diseases, Disorders, and Disciplines"
121,89.0,362621.0,Des Moines Community Playhouse,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15323,Des Moines,nan,118127.0,4.67,Executive Director,-5531.0,91.9,131322,5389558,59532.0,90.34,0,2030507,IA,823247,"Arts, Culture, Humanities",Performing Arts
122,96.0,1973090.0,Desert Botanical Garden,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3617,Phoenix,nan,453009.0,2.74,Executive Director,2855226.0,82.25,2015431,24749110,2060814.0,87.13,0,12516388,AZ,10358923,Environment,"Botanical Gardens, Parks, and Nature Centers"
123,96.0,459415.0,Descanso Gardens Guild,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13994,La Cañada Flintridge,nan,181601.0,4.72,Executive Director,223986.0,82.31,541302,7275722,334920.0,87.17,0,2842492,CA,2713233,Environment,"Botanical Gardens, Parks, and Nature Centers"
124,92.0,811862.0,Des Moines Art Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10518,Des Moines,nan,250830.0,4.05,Director,696633.0,90.45,602477,109535626,3252068.0,91.19,0,4777540,IA,3261724,"Arts, Culture, Humanities",Museums
125,100.0,262382.0,"Depression and Bipolar Support Alliance, National Office",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6958,Chicago,nan,147940.0,5.48,President,-307257.0,89.38,425434,2212741,22556.0,92.49,0,2011629,IL,2115367,Health,"Diseases, Disorders, and Disciplines"
126,89.0,462096.0,Dermatology Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17172,Evanston,nan,455563.0,8.91,Executive Director,2637069.0,78.7,770912,43477434,429208.0,83.04,0,3876879,IL,7317748,Health,Medical Research
127,89.0,65565.0,Denver Street School,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8379,Lakewood,nan,48000.0,4.1,Executive Director,-71443.0,90.44,84731,218815,99720.0,89.69,0,1020354,CO,979384,Education,Youth Education Programs and Services
128,86.0,2210750.0,Denver Zoological Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3613,Denver,nan,407332.0,0.98,CEO,-273457.0,85.43,4868343,20128494,237838.0,85.71,0,34125510,CO,20866892,Animals,Zoos and Aquariums
129,92.0,591493.0,Denver Scholarship Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14222,Denver,nan,153689.0,2.01,Executive Director,-1995968.0,76.41,966580,27803864,308600.0,82.38,0,6059130,CO,5312635,Education,Scholarship and Financial Support
130,89.0,218614.0,Denver Public Library Friends Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13860,Denver,nan,76975.0,3.83,Interim Director,-760272.0,86.68,325495,9832851,102452.0,87.78,0,1462106,CO,1070293,"Arts, Culture, Humanities","Libraries, Historical Societies and Landmark Preservation"
131,97.0,8125675.0,Denver Museum of Nature & Science,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3611,Denver,nan,392185.0,0.87,"President, CEO",-5608349.0,77.63,3215592,19016969,4957258.0,84.04,0,33602748,CO,18510187,"Arts, Culture, Humanities",Museums
132,85.0,438266.0,"Denver Kids, Inc.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14413,Denver,nan,,,nan,-598895.0,88.64,433780,2520016,203605.0,86.69,0,2016762,CO,2086308,Education,Youth Education Programs and Services
133,100.0,123483.0,Denver Inner City Parish,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14113,Denver,nan,83797.0,4.38,Executive Director,63871.0,80.0,155356,629394,160111.0,85.85,0,1630140,CO,1721445,Human Services,Social Services
134,96.0,6159360.0,The Denver Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5742,Denver,nan,185584.0,0.16,"President, CEO",-18586442.0,95.0,1828873,564994952,24605494.0,95.47,0,103296399,CO,66897607,Community Development,Community Foundations
135,89.0,482461.0,Denver Film Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15215,Denver,nan,131663.0,3.04,Executive Director,-138330.0,90.89,312285,2532638,298687.0,89.9,0,3534298,CO,1907611,"Arts, Culture, Humanities",Performing Arts
136,90.0,7360621.0,Denver Art Museum,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3607,Denver,CN Advisory: Low Concern,335928.0,0.89,Director,7991396.0,90.28,1794248,72816925,3790933.0,90.13,0,28482837,CO,37310596,"Arts, Culture, Humanities",Museums
137,96.0,1681497.0,Denver Botanic Gardens,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3608,Denver,nan,248874.0,1.08,Chief Executive Officer,2932981.0,90.0,862169,9056197,1204633.0,92.38,0,20385863,CO,17136421,Environment,"Botanical Gardens, Parks, and Nature Centers"
138,77.0,339412.0,Denison Pequotsepos Nature Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15613,Mystic,nan,,,nan,220192.0,85.51,111489,11229940,108331.0,80.77,0,756212,CT,749804,Environment,"Botanical Gardens, Parks, and Nature Centers"
139,74.0,373584.0,Democracy Now!,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11344,New York,nan,176632.0,2.81,President,1894437.0,98.05,511547,19923227,70691.0,81.56,0,5378576,NY,7946333,"Arts, Culture, Humanities",Public Broadcasting and Media
140,81.0,186684.0,Democracy North Carolina,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15840,Durham,nan,98122.0,3.51,Executive Director,537485.0,97.5,122431,1256825,13868.0,86.44,0,2480455,NC,3313187,Human and Civil Rights,Advocacy and Education
141,89.0,89537.0,Delta Waterfowl Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7854,Bismarck,nan,183671.0,2.08,CEO,237772.0,85.76,1184432,9203022,424525.0,87.27,0,7529015,ND,8223417,Animals,Wildlife Conservation
142,100.0,443269.0,Delivering Good,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3971,New York,nan,255539.0,0.19,President,200716.0,87.83,574958,2372545,-250523.0,91.39,0,132337115,NY,133806581,Human Services,Multipurpose Human Service Organizations
143,89.0,7416039.0,Denver Center for the Performing Arts,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3609,Denver,nan,,,Interim Chief Executive Officer,1006981.0,84.02,1517592,17918896,1513257.0,86.28,0,54194489,CO,13069580,"Arts, Culture, Humanities",Performing Arts
144,96.0,364821.0,The Delaware Symphony Orchestra,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9545,Wilmington,nan,138000.0,9.34,Music Director,-150845.0,82.55,68421,832025,16963.0,87.34,0,1043534,DE,1080825,"Arts, Culture, Humanities",Performing Arts
145,85.0,220712.0,Delaware Valley Golden Retriever Rescue,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14168,Reinholds,nan,118352.0,8.56,Executive Director,275195.0,91.62,115955,2322035,31316.0,87.85,0,1045076,PA,1311510,Animals,"Animal Rights, Welfare, and Services"
146,89.0,400215.0,Delaware Riverkeeper Network,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17339,Bristol,nan,86269.0,3.35,The Delaware Riverkeeper,1075625.0,90.78,204984,2011466,-7067.0,89.85,0,1965013,PA,3577848,Environment,Environmental Protection and Conservation
147,89.0,550064.0,Delaware Nature Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5393,Hockessin,nan,97536.0,2.55,Executive Director,5282253.0,93.53,303695,42610667,3884066.0,90.97,0,2969576,DE,4464061,Environment,"Botanical Gardens, Parks, and Nature Centers"
148,97.0,773893.0,Delaware Museum of Natural History,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13525,Wilmington,nan,90963.0,3.75,Executive Director,-573672.0,76.79,231340,22547086,803765.0,83.45,0,1417002,DE,686516,"Arts, Culture, Humanities",Museums
149,89.0,180219.0,Delaware Humane Association,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8957,Wilmington,nan,90000.0,5.55,Executive Director,263841.0,81.92,236020,6228230,88075.0,85.03,0,1203733,DE,1373835,Animals,"Animal Rights, Welfare, and Services"
150,59.0,63208.0,Defeat Diabetes Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7234,Madeira Beach,nan,,,nan,2689.0,52.7,1035929,-469516,1619.0,55.73,0,1327008,FL,2427215,International,Development and Relief Services
151,70.0,145303.0,DEA Educational Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14346,Washington,nan,,,President,446797.0,80.12,60088,945155,21699.0,74.55,0,640148,DC,1270637,Health,Treatment and Prevention Services
152,92.0,1012249.0,Delaware Art Museum,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12178,Wilmington,nan,93802.0,1.89,Chief Executive Officer,-2690042.0,86.74,398278,46665736,268077.0,89.04,0,3527035,DE,1691272,"Arts, Culture, Humanities",Museums
153,100.0,1365939.0,Denver Rescue Mission,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3612,Denver,nan,119222.0,0.36,"President, CEO",876719.0,88.36,5078357,34096721,572823.0,91.76,0,25907612,CO,31358331,Human Services,Homeless Services
154,85.0,973492.0,DeCordova Sculpture Park and Museum,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9976,Lincoln,nan,189249.0,3.69,Executive Director,251369.0,73.1,546414,15486102,425487.0,78.22,0,3602522,MA,3099305,"Arts, Culture, Humanities",Museums
155,96.0,1306341.0,Dayton Performing Arts Alliance,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7682,Dayton,nan,117502.0,1.32,President,-860548.0,81.88,566181,6442137,83469.0,86.87,0,6973907,OH,4730924,"Arts, Culture, Humanities",Performing Arts
156,89.0,1209007.0,Dayton Society of Natural History,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3601,Dayton,nan,156142.0,2.94,"President, CEO",-1878808.0,73.78,323412,18068154,900159.0,79.89,0,3763654,OH,1391222,"Arts, Culture, Humanities",Museums
157,100.0,388249.0,Deborah's Place,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6147,Chicago,nan,85871.0,2.57,Executive Director,-221554.0,91.69,235649,3590645,67262.0,94.12,0,2714037,IL,3035684,Human Services,Homeless Services
158,89.0,893985.0,Delancey Street Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3606,San Francisco,nan,,,"President, CEO",2071999.0,95.25,44468,109557932,8259885.0,91.52,0,21185505,CA,12277302,Human Services,Social Services
159,96.0,123456.0,Deborah Hospital Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5052,Browns Mills,nan,,,President & CEO,-2435135.0,89.77,1918712,25177662,591091.0,92.23,0,11672689,NJ,10688631,Health,Treatment and Prevention Services
160,93.0,4561707.0,The Dayton Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5200,Dayton,nan,559976.0,2.06,President,31102591.0,78.38,600140,263475147,11553977.0,83.93,0,21908716,OH,46214847,Community Development,Community Foundations
161,89.0,513413.0,Dayton History,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5201,Dayton,nan,121864.0,2.18,"President, CEO",1023126.0,100.0,86501,40366230,1937659.0,92.22,0,4979056,OH,2987378,"Arts, Culture, Humanities","Libraries, Historical Societies and Landmark Preservation"
162,69.0,197996.0,Dayton Contemporary Dance Company,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15242,Dayton,nan,93442.0,8.15,Executive Director,770.0,73.29,86921,151381,63230.0,71.06,0,861479,OH,797349,"Arts, Culture, Humanities",Performing Arts
163,100.0,21617.0,Daystar Life Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16780,St. Petersburg,nan,57407.0,4.94,Executive Director,132717.0,83.29,19551,651952,33626.0,88.18,0,1119834,FL,1260093,Human Services,Social Services
164,93.0,974795.0,Dayton Art Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5182,Dayton,nan,129603.0,2.52,"Executive Director, CEO",5299176.0,75.62,609346,31805502,962305.0,82.06,0,3549618,OH,9132606,"Arts, Culture, Humanities",Museums
165,81.0,218486.0,Daystar,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15482,Nashville,nan,90999.0,4.83,Executive Director,-71555.0,89.12,189527,2031902,21823.0,84.51,0,1475005,TN,728991,Human Services,Children's and Family Services
166,82.0,507567.0,Dayspring International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5387,Virginia Beach,nan,26392.0,0.35,"President, Founder",-79154.0,64.78,1729010,568842,18268.0,72.03,0,5128104,VA,7157259,Religion,Religious Media and Broadcasting
